    Time         Eth-MAC-SRC       Eth-MAC-DST      OP       ARP-MAC-SRC     ARP-IP-SRC    ARP-MAC-DST     ARP-IP-DST
939.859019995 54:e6:fc:c7:5b:e5 ff:ff:ff:ff:ff:ff who-has 54:e6:fc:c7:5b:e5 10.1.200.184 00:00:00:00:00:00 10.1.200.184
940.475475073 00:18:e7:29:44:89 ff:ff:ff:ff:ff:ff who-has 00:18:e7:29:44:89 10.1.100.149 00:00:00:00:00:00 10.1.100.2
940.988782167 d8:30:62:47:73:62 ff:ff:ff:ff:ff:ff who-has d8:30:62:47:73:62 10.1.100.114 00:00:00:00:00:00 10.1.100.114
941.600643158 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
942.52168417 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
943.443255186 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
948.153568983 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
949.07802701 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
949.283307076 00:18:e7:29:44:89 ff:ff:ff:ff:ff:ff who-has 00:18:e7:29:44:89 10.1.100.149 00:00:00:00:00:00 10.1.100.2
950.100754023 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
951.635365963 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
952.457736015 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
953.068717003 00:1b:21:7f:6c:fc ff:ff:ff:ff:ff:ff who-has 00:1b:21:7f:6c:fc 10.1.100.254 00:00:00:00:00:00 10.1.100.52
953.478667974 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
958.905346155 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
959.827013016 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
960.859338999 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
961.15813303 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
961.977257967 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
963.001250982 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
966.074123144 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
967.097156048 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
968.122025967 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
970.681087971 d8:30:62:47:73:62 ff:ff:ff:ff:ff:ff who-has d8:30:62:47:73:62 10.1.100.111 00:00:00:00:00:00 10.1.100.111
971.602800131 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
972.017094135 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
972.524940014 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
973.040497065 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
973.44909215 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
974.069231033 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
976.005781174 00:1b:11:b9:78:39 ff:ff:ff:ff:ff:ff who-has 00:1b:11:b9:78:39 10.1.100.222 00:00:00:00:00:00 10.1.100.234
979.909082174 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
980.931730032 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
981.637662172 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
981.952994108 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
982.45827198 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
983.077207088 00:18:e7:29:44:89 ff:ff:ff:ff:ff:ff who-has 00:18:e7:29:44:89 10.1.100.149 00:00:00:00:00:00 10.1.100.215
983.486128092 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
986.457507133 00:c0:b7:9f:66:78 ff:ff:ff:ff:ff:ff who-has 00:c0:b7:9f:66:78 10.1.0.200 00:00:00:00:00:00 10.1.0.254
988.191977978 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
989.118998051 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
990.137480974 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
991.16405797 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
991.573577166 00:18:e7:29:44:89 ff:ff:ff:ff:ff:ff who-has 00:18:e7:29:44:89 10.1.100.149 00:00:00:00:00:00 10.1.100.2
991.983850002 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
993.008220196 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
995.155248165 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
996.178269148 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
997.209158182 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
999.876590014 54:e6:fc:c7:5b:e5 ff:ff:ff:ff:ff:ff who-has 54:e6:fc:c7:5b:e5 10.1.200.184 00:00:00:00:00:00 10.1.200.184
1000.37655807 00:18:e7:29:44:89 ff:ff:ff:ff:ff:ff who-has 00:18:e7:29:44:89 10.1.100.149 00:00:00:00:00:00 10.1.100.2
1000.49143219 00:27:0e:25:39:51 ff:ff:ff:ff:ff:ff who-has 00:27:0e:25:39:51 10.1.100.129 00:00:00:00:00:00 10.1.100.143
1001.60573816 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1002.53873301 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1003.46200299 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1003.462749 d8:30:62:47:73:62 ff:ff:ff:ff:ff:ff who-has d8:30:62:47:73:62 10.1.100.114 00:00:00:00:00:00 10.1.100.114
1007.96439719 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1008.98383307 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1010.00974417 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1011.44056797 00:1b:11:22:a7:26 ff:ff:ff:ff:ff:ff who-has 00:1b:11:22:a7:26 10.1.100.221 00:00:00:00:00:00 10.1.100.130
1011.54709101 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1012.06494498 00:1b:11:b9:78:39 ff:ff:ff:ff:ff:ff who-has 00:1b:11:b9:78:39 10.1.100.222 00:00:00:00:00:00 10.1.100.105
1012.15452218 00:1b:11:b9:78:39 ff:ff:ff:ff:ff:ff who-has 00:1b:11:b9:78:39 10.1.100.222 00:00:00:00:00:00 10.1.100.106
1012.46837306 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1013.07707119 00:1b:21:7f:6c:fc ff:ff:ff:ff:ff:ff who-has 00:1b:21:7f:6c:fc 10.1.200.254 00:00:00:00:00:00 10.1.200.153
1013.17611814 e0:69:95:fb:79:8e ff:ff:ff:ff:ff:ff who-has e0:69:95:fb:79:8e 10.1.17.1 00:00:00:00:00:00 10.1.17.254
1013.3816061 00:1b:21:7f:6c:fc ff:ff:ff:ff:ff:ff who-has 00:1b:21:7f:6c:fc 10.1.11.254 00:00:00:00:00:00 10.1.11.177
1013.382339 00:27:0e:17:8d:7a ff:ff:ff:ff:ff:ff who-has 00:27:0e:17:8d:7a 10.1.100.124 00:00:00:00:00:00 10.1.100.254
1013.48552108 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1013.68830299 00:1e:8c:c1:f6:de ff:ff:ff:ff:ff:ff who-has 00:1e:8c:c1:f6:de 10.1.17.6 00:00:00:00:00:00 10.1.17.254
1013.89260912 00:16:76:c8:23:72 ff:ff:ff:ff:ff:ff who-has 00:16:76:c8:23:72 10.1.100.58 00:00:00:00:00:00 10.1.100.254
1019.94458413 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1020.95802712 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1021.17310309 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1021.98512697 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1021.98581409 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1023.00595307 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1025.05426311 00:1b:11:b9:78:39 ff:ff:ff:ff:ff:ff who-has 00:1b:11:b9:78:39 10.1.100.222 00:00:00:00:00:00 10.1.100.106
1031.61103296 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1032.42966509 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1032.83636212 00:18:e7:29:44:89 ff:ff:ff:ff:ff:ff who-has 00:18:e7:29:44:89 10.1.100.149 00:00:00:00:00:00 10.1.100.134
1033.24976897 b8:8d:12:07:f9:f6 ff:ff:ff:ff:ff:ff who-has b8:8d:12:07:f9:f6 10.1.100.111 00:00:00:00:00:00 10.1.100.111
1033.2504251 b8:8d:12:07:f9:f6 ff:ff:ff:ff:ff:ff who-has b8:8d:12:07:f9:f6 10.1.100.111 00:00:00:00:00:00 169.254.255.255
1033.45058608 b8:8d:12:07:f9:f6 ff:ff:ff:ff:ff:ff who-has b8:8d:12:07:f9:f6 10.1.100.111 00:00:00:00:00:00 10.1.100.254
1033.45486999 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1033.67126703 b8:8d:12:07:f9:f6 ff:ff:ff:ff:ff:ff who-has b8:8d:12:07:f9:f6 10.1.100.111 00:00:00:00:00:00 169.254.255.255
1033.67762804 00:1b:a9:c7:86:7b ff:ff:ff:ff:ff:ff who-has 00:1b:a9:c7:86:7b 10.1.200.86 00:00:00:00:00:00 10.1.200.254
1033.67841911 00:1b:a9:1d:21:05 ff:ff:ff:ff:ff:ff who-has 00:1b:a9:1d:21:05 10.1.100.234 00:1b:a9:1d:21:05 10.1.100.111
1033.67901707 00:1e:0b:14:e1:72 ff:ff:ff:ff:ff:ff who-has 00:1e:0b:14:e1:72 10.1.100.74 00:00:00:00:00:00 10.1.100.111
1033.80867815 00:d0:b8:24:9f:69 ff:ff:ff:ff:ff:ff who-has 00:d0:b8:24:9f:69 10.1.100.219 00:00:00:00:00:00 10.1.100.111
1033.96598101 b8:8d:12:07:f9:f6 ff:ff:ff:ff:ff:ff who-has b8:8d:12:07:f9:f6 10.1.100.111 00:00:00:00:00:00 169.254.255.255
1033.96901917 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1034.37347102 b8:8d:12:07:f9:f6 ff:ff:ff:ff:ff:ff who-has b8:8d:12:07:f9:f6 10.1.100.111 00:00:00:00:00:00 169.254.255.255
1034.37425017 b8:8d:12:07:f9:f6 ff:ff:ff:ff:ff:ff who-has b8:8d:12:07:f9:f6 10.1.100.111 00:00:00:00:00:00 10.1.100.254
1034.3751812 1c:af:f7:42:cb:2b ff:ff:ff:ff:ff:ff who-has 1c:af:f7:42:cb:2b 10.1.0.194 00:00:00:00:00:00 10.1.0.254
1034.74109411 b8:8d:12:07:f9:f6 ff:ff:ff:ff:ff:ff who-has b8:8d:12:07:f9:f6 10.1.100.111 00:00:00:00:00:00 10.1.100.111
1034.98646903 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1035.08948207 b8:8d:12:07:f9:f6 ff:ff:ff:ff:ff:ff who-has b8:8d:12:07:f9:f6 10.1.100.111 00:00:00:00:00:00 10.1.100.254
1036.01084399 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1041.54267097 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1042.25714111 88:32:9b:cb:1a:04 ff:ff:ff:ff:ff:ff who-has 88:32:9b:cb:1a:04 10.1.200.13 00:00:00:00:00:00 10.1.200.254
1042.46413207 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1042.66620612 00:18:e7:29:44:89 ff:ff:ff:ff:ff:ff who-has 00:18:e7:29:44:89 10.1.100.149 00:00:00:00:00:00 10.1.100.2
1042.9752481 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1043.48740506 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1043.997365 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1045.02133703 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1051.17832708 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1051.47675204 00:18:e7:29:44:89 ff:ff:ff:ff:ff:ff who-has 00:18:e7:29:44:89 10.1.100.149 00:00:00:00:00:00 10.1.100.2
1051.98849297 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1052.19127512 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1052.40199709 00:26:18:d3:2c:0a ff:ff:ff:ff:ff:ff who-has 00:26:18:d3:2c:0a 10.1.100.228 00:00:00:00:00:00 10.1.100.228
1052.70990896 00:26:18:d3:2c:0a ff:ff:ff:ff:ff:ff who-has 00:26:18:d3:2c:0a 10.1.100.228 00:00:00:00:00:00 10.1.100.228
1053.01697397 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1053.11481714 f4:8e:09:a6:df:51 ff:ff:ff:ff:ff:ff who-has f4:8e:09:a6:df:51 0.0.0.0 00:00:00:00:00:00 10.1.200.70
1053.21670198 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1053.21726012 f4:8e:09:a6:df:51 ff:ff:ff:ff:ff:ff who-has f4:8e:09:a6:df:51 10.1.200.70 00:00:00:00:00:00 10.1.200.254
1053.62304497 00:26:18:d3:2c:0a ff:ff:ff:ff:ff:ff who-has 00:26:18:d3:2c:0a 10.1.100.228 00:00:00:00:00:00 10.1.100.228
1054.036093 f4:8e:09:a6:df:51 ff:ff:ff:ff:ff:ff who-has f4:8e:09:a6:df:51 0.0.0.0 00:00:00:00:00:00 10.1.200.70
1054.23696518 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1054.6507411 00:26:18:d3:2c:0a ff:ff:ff:ff:ff:ff who-has 00:26:18:d3:2c:0a 10.1.100.228 00:00:00:00:00:00 10.1.100.254
1055.056252 f4:8e:09:a6:df:51 ff:ff:ff:ff:ff:ff who-has f4:8e:09:a6:df:51 0.0.0.0 00:00:00:00:00:00 10.1.200.70
1057.31519318 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1058.33293819 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1059.35695004 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1059.86888599 54:e6:fc:c7:5b:e5 ff:ff:ff:ff:ff:ff who-has 54:e6:fc:c7:5b:e5 10.1.200.184 00:00:00:00:00:00 10.1.200.184
1061.61043501 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1062.42913818 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1063.45781398 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1064.89505696 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1065.91737103 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1066.94558597 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1070.32821298 00:d0:b8:1b:ec:66 ff:ff:ff:ff:ff:ff who-has 00:d0:b8:1b:ec:66 10.1.100.143 00:00:00:00:00:00 10.1.0.190
1071.54519606 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1072.47251511 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1073.4994092 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1074.00284505 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1074.92964911 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1075.94529819 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1081.18522 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1081.98851609 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1083.01250505 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1085.36596608 00:1c:c0:f7:a9:d4 ff:ff:ff:ff:ff:ff who-has 00:1c:c0:f7:a9:d4 10.1.11.70 00:00:00:00:00:00 10.1.11.254
1085.78081417 00:1c:c0:97:7b:67 ff:ff:ff:ff:ff:ff who-has 00:1c:c0:97:7b:67 10.1.100.8 00:00:00:00:00:00 10.1.100.134
1086.49297404 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1087.42013216 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1091.62093019 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1092.43711615 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1093.46054101 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
1093.76360106 00:18:e7:29:44:89 ff:ff:ff:ff:ff:ff who-has 00:18:e7:29:44:89 10.1.100.149 00:00:00:00:00:00 10.1.100.2
1098.06864119 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1099.095469 00:26:18:d3:2c:0a ff:ff:ff:ff:ff:ff who-has 00:26:18:d3:2c:0a 10.1.100.228 00:00:00:00:00:00 10.1.100.111
1099.09609199 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1099.1006341 00:17:31:ee:85:07 ff:ff:ff:ff:ff:ff who-has 00:17:31:ee:85:07 10.1.100.80 00:00:00:00:00:00 10.1.100.205
1099.10135007 00:26:18:d3:2c:0a ff:ff:ff:ff:ff:ff who-has 00:26:18:d3:2c:0a 10.1.100.228 00:00:00:00:00:00 10.1.100.205
1099.10188317 00:d0:b8:1b:ec:66 ff:ff:ff:ff:ff:ff who-has 00:d0:b8:1b:ec:66 10.1.100.143 00:00:00:00:00:00 10.1.100.205
1099.10425901 00:15:17:ad:f6:9c ff:ff:ff:ff:ff:ff who-has 00:15:17:ad:f6:9c 10.1.100.201 00:00:00:00:00:00 10.1.100.205
1099.80520201 00:26:bb:0d:0e:d7 ff:ff:ff:ff:ff:ff who-has 00:26:bb:0d:0e:d7 10.1.100.205 00:00:00:00:00:00 10.1.100.146
1100.11652899 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
1101.04420519 00:26:18:d3:2c:0a ff:ff:ff:ff:ff:ff who-has 00:26:18:d3:2c:0a 10.1.100.228 00:00:00:00:00:00 10.1.100.111
1101.54563904 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
