    Time         Eth-MAC-SRC       Eth-MAC-DST      OP       ARP-MAC-SRC     ARP-IP-SRC    ARP-MAC-DST     ARP-IP-DST
422.246406078 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
423.264926195 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
424.108963966 00:1b:21:7f:6c:fc ff:ff:ff:ff:ff:ff who-has 00:1b:21:7f:6c:fc 10.1.100.254 00:00:00:00:00:00 10.1.100.213
426.655353069 00:18:e7:29:44:89 ff:ff:ff:ff:ff:ff who-has 00:18:e7:29:44:89 10.1.100.149 00:00:00:00:00:00 10.1.100.134
426.965286016 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
427.063760996 00:1b:11:b9:78:39 ff:ff:ff:ff:ff:ff who-has 00:1b:11:b9:78:39 10.1.100.222 00:00:00:00:00:00 10.1.100.130
427.979043007 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
429.000559092 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
429.408634186 00:18:e7:29:44:89 ff:ff:ff:ff:ff:ff who-has 00:18:e7:29:44:89 10.1.100.149 00:00:00:00:00:00 10.1.100.2
430.443825006 e0:b9:a5:ce:7b:93 ff:ff:ff:ff:ff:ff who-has e0:b9:a5:ce:7b:93 10.1.200.43 00:00:00:00:00:00 10.1.200.167
431.558743 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
432.482661009 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
433.402346134 10:1f:74:3c:69:21 ff:ff:ff:ff:ff:ff who-has 10:1f:74:3c:69:21 10.1.11.15 ff:fa:16:00:fa:04 10.1.11.187
433.505789042 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
434.225605011 00:27:0e:0f:28:26 ff:ff:ff:ff:ff:ff who-has 00:27:0e:0f:28:26 10.1.100.128 00:00:00:00:00:00 10.1.100.98
435.964344025 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
436.996541023 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
438.016177177 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
438.322677135 00:18:e7:29:44:89 ff:ff:ff:ff:ff:ff who-has 00:18:e7:29:44:89 10.1.100.149 00:00:00:00:00:00 10.1.100.2
440.981989145 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
441.594937086 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
442.005582094 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
442.516183138 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
443.039515972 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
443.437299967 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
444.461315155 10:1f:74:3c:69:21 ff:ff:ff:ff:ff:ff who-has 10:1f:74:3c:69:21 10.1.11.15 01:3c:16:00:08:c3 10.1.11.34
451.221186161 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
451.530696154 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
451.93606019 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
452.551175117 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
452.963850021 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
453.579678059 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
459.826193094 54:e6:fc:c7:5b:e5 ff:ff:ff:ff:ff:ff who-has 54:e6:fc:c7:5b:e5 10.1.200.184 00:00:00:00:00:00 10.1.200.184
461.56313014 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
462.176995993 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
462.486186028 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
463.214605093 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
463.509926081 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
464.223452091 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
470.371807098 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
471.396481037 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
471.600507975 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
472.317011118 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
472.522046089 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
473.439615011 10:1f:74:3c:69:21 ff:ff:ff:ff:ff:ff who-has 10:1f:74:3c:69:21 10.1.11.15 01:3c:16:00:08:c3 10.1.11.34
473.440258026 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
477.134975195 00:1b:21:7f:6c:fc ff:ff:ff:ff:ff:ff who-has 00:1b:21:7f:6c:fc 10.1.200.254 00:00:00:00:00:00 10.1.200.23
478.357204199 10:1f:74:3c:69:21 ff:ff:ff:ff:ff:ff who-has 10:1f:74:3c:69:21 10.1.11.15 00:02:02:22:02:23 10.1.11.187
480.607755184 00:18:e7:29:44:89 ff:ff:ff:ff:ff:ff who-has 00:18:e7:29:44:89 10.1.100.149 00:00:00:00:00:00 10.1.100.2
481.016836166 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
481.221916199 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
481.938265085 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
481.938856125 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
482.963129997 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
489.515987158 00:18:e7:29:44:89 ff:ff:ff:ff:ff:ff who-has 00:18:e7:29:44:89 10.1.100.149 00:00:00:00:00:00 10.1.100.2
491.462973118 90:2b:34:c2:49:a7 ff:ff:ff:ff:ff:ff who-has 90:2b:34:c2:49:a7 10.1.200.168 00:00:00:00:00:00 10.1.200.254
491.576704979 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
492.485503197 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
493.509740114 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
494.028733015 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
495.059561014 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
496.072638988 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
501.606215 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
502.528637171 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
503.247302055 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
503.454125166 10:1f:74:3c:69:21 ff:ff:ff:ff:ff:ff who-has 10:1f:74:3c:69:21 10.1.11.15 00:02:02:22:02:23 10.1.11.34
503.455895185 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
504.158990145 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
505.185544968 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
510.612359047 00:1b:21:7f:6c:fc ff:ff:ff:ff:ff:ff who-has 00:1b:21:7f:6c:fc 10.1.200.254 00:00:00:00:00:00 10.1.200.91
511.224303961 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
512.967897177 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
515.222398043 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
516.245270967 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
517.270259142 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
517.270828962 00:1b:21:7f:6c:fc ff:ff:ff:ff:ff:ff who-has 00:1b:21:7f:6c:fc 10.1.11.254 00:00:00:00:00:00 10.1.11.30
519.833723068 54:e6:fc:c7:5b:e5 ff:ff:ff:ff:ff:ff who-has 54:e6:fc:c7:5b:e5 10.1.200.184 00:00:00:00:00:00 10.1.200.184
521.464291096 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
522.499274969 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
522.501744986 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
523.104137182 00:1b:21:7f:6c:fc ff:ff:ff:ff:ff:ff who-has 00:1b:21:7f:6c:fc 10.1.11.254 00:00:00:00:00:00 10.1.11.187
523.410577059 10:1f:74:3c:69:21 ff:ff:ff:ff:ff:ff who-has 10:1f:74:3c:69:21 10.1.11.15 05:01:02:01:04:01 10.1.11.187
523.51220417 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
523.930731058 20:10:7a:06:09:4c ff:ff:ff:ff:ff:ff who-has 20:10:7a:06:09:4c 10.1.200.102 00:00:00:00:00:00 10.1.200.168
526.896520138 c8:d7:19:b7:33:d1 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d1 10.1.200.60 00:00:00:00:00:00 10.1.200.124
526.993730068 00:24:01:c6:0c:89 ff:ff:ff:ff:ff:ff who-has 00:24:01:c6:0c:89 10.1.0.197 00:00:00:00:00:00 10.1.0.254
526.994454145 00:1b:21:7f:6c:fc ff:ff:ff:ff:ff:ff who-has 00:1b:21:7f:6c:fc 10.1.100.254 00:00:00:00:00:00 10.1.100.212
527.104827166 00:1b:21:7f:6c:fc ff:ff:ff:ff:ff:ff who-has 00:1b:21:7f:6c:fc 10.1.100.254 00:00:00:00:00:00 10.1.100.29
527.312796116 00:1b:21:7f:6c:fc ff:ff:ff:ff:ff:ff who-has 00:1b:21:7f:6c:fc 10.1.100.254 00:00:00:00:00:00 10.1.100.205
527.507997036 20:10:7a:06:09:4c ff:ff:ff:ff:ff:ff who-has 20:10:7a:06:09:4c 10.1.200.102 00:00:00:00:00:00 10.1.200.124
528.328860998 20:10:7a:06:09:4c ff:ff:ff:ff:ff:ff who-has 20:10:7a:06:09:4c 10.1.200.102 00:00:00:00:00:00 10.1.200.124
528.535349131 1c:af:f7:42:cb:2b ff:ff:ff:ff:ff:ff who-has 1c:af:f7:42:cb:2b 10.1.0.194 00:00:00:00:00:00 10.1.0.254
529.353940964 20:10:7a:06:09:4c ff:ff:ff:ff:ff:ff who-has 20:10:7a:06:09:4c 10.1.200.102 00:00:00:00:00:00 10.1.200.124
530.994227171 00:1b:11:22:a7:26 ff:ff:ff:ff:ff:ff who-has 00:1b:11:22:a7:26 10.1.100.221 00:00:00:00:00:00 10.1.100.130
531.605144978 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
531.70414114 00:18:e7:29:44:89 ff:ff:ff:ff:ff:ff who-has 00:18:e7:29:44:89 10.1.100.149 00:00:00:00:00:00 10.1.100.2
532.526902199 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
533.452171087 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
533.452779055 10:1f:74:3c:69:21 ff:ff:ff:ff:ff:ff who-has 10:1f:74:3c:69:21 10.1.11.15 00:02:02:22:02:23 10.1.11.34
533.454843044 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
534.46927619 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
535.49258709 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
540.618462086 00:18:e7:29:44:89 ff:ff:ff:ff:ff:ff who-has 00:18:e7:29:44:89 10.1.100.149 00:00:00:00:00:00 10.1.100.2
541.226705074 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
541.950953007 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
542.968379974 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
543.081225157 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
544.094185114 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
545.118839025 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
549.940267086 00:18:e7:29:44:89 ff:ff:ff:ff:ff:ff who-has 00:18:e7:29:44:89 10.1.100.149 00:00:00:00:00:00 10.1.100.212
551.160418987 00:1b:21:7f:6c:fc ff:ff:ff:ff:ff:ff who-has 00:1b:21:7f:6c:fc 10.1.11.254 00:00:00:00:00:00 10.1.11.183
551.571402073 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
552.491590023 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
553.518431187 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
555.983150005 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
556.790781975 10:1f:74:3c:69:21 ff:ff:ff:ff:ff:ff who-has 10:1f:74:3c:69:21 10.1.11.15 01:3c:16:00:08:c3 10.1.11.187
556.996047974 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
558.022443056 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
560.477981091 00:1b:11:b9:78:39 ff:ff:ff:ff:ff:ff who-has 00:1b:11:b9:78:39 10.1.100.222 00:00:00:00:00:00 10.1.100.201
561.605792999 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
562.525098085 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
563.446820021 10:1f:74:3c:69:21 ff:ff:ff:ff:ff:ff who-has 10:1f:74:3c:69:21 10.1.11.15 00:02:02:22:02:23 10.1.11.34
563.447995186 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
566.007395029 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
566.929273129 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
567.954344988 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
571.947520971 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
572.974372149 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
578.309036016 00:d0:b8:1b:ec:66 ff:ff:ff:ff:ff:ff who-has 00:d0:b8:1b:ec:66 10.1.100.143 00:00:00:00:00:00 10.1.100.10
578.309683084 00:1c:c0:b9:7e:96 ff:ff:ff:ff:ff:ff who-has 00:1c:c0:b9:7e:96 10.1.100.10 00:00:00:00:00:00 10.1.100.143
579.835828066 54:e6:fc:c7:5b:e5 ff:ff:ff:ff:ff:ff who-has 54:e6:fc:c7:5b:e5 10.1.200.184 00:00:00:00:00:00 10.1.200.184
580.85377717 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
581.570924997 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
581.878231049 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
582.494168997 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
582.79945612 00:18:e7:29:44:89 ff:ff:ff:ff:ff:ff who-has 00:18:e7:29:44:89 10.1.100.149 00:00:00:00:00:00 10.1.100.2
582.902172089 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
583.516497135 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
585.770856142 00:15:17:ad:f6:9c ff:ff:ff:ff:ff:ff who-has 00:15:17:ad:f6:9c 10.1.100.201 00:00:00:00:00:00 10.1.100.12
590.997682095 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
591.606496096 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
591.711426973 00:18:e7:29:44:89 ff:ff:ff:ff:ff:ff who-has 00:18:e7:29:44:89 10.1.100.149 00:00:00:00:00:00 10.1.100.2
592.01553297 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
592.527940989 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
592.937038183 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
593.452438116 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
593.558799028 10:1f:74:3c:69:21 ff:ff:ff:ff:ff:ff who-has 10:1f:74:3c:69:21 10.1.11.15 00:02:02:22:02:23 10.1.11.34
595.09028101 00:d0:b8:1b:ec:66 ff:ff:ff:ff:ff:ff who-has 00:d0:b8:1b:ec:66 10.1.100.143 00:00:00:00:00:00 10.1.100.205
601.231188059 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
601.948342085 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
602.972645998 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
605.638096094 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
606.660137177 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
607.683284044 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
608.603795052 00:18:e7:29:44:89 ff:ff:ff:ff:ff:ff who-has 00:18:e7:29:44:89 10.1.100.149 00:00:00:00:00:00 10.1.100.117
611.573307991 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
612.494968176 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
613.518942118 48:5b:39:c6:3b:c6 ff:ff:ff:ff:ff:ff who-has 48:5b:39:c6:3b:c6 10.1.100.56 00:00:00:00:00:00 10.1.100.175
613.523153067 10:1f:74:3c:69:21 ff:ff:ff:ff:ff:ff who-has 10:1f:74:3c:69:21 10.1.11.15 64:63:03:75:62:61 10.1.11.187
618.741014004 e0:69:95:88:ca:57 ff:ff:ff:ff:ff:ff who-has e0:69:95:88:ca:57 10.1.200.179 00:00:00:00:00:00 10.1.200.254
619.256612062 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
620.277659178 c8:d7:19:b7:33:d2 ff:ff:ff:ff:ff:ff who-has c8:d7:19:b7:33:d2 10.1.200.60 00:00:00:00:00:00 10.0.0.253
